idx,review,ground_truth,pred_label,confidence,explanation,relevance,clarity
76,May Contain Spoilers.<br /><br />An innocent trailer park or maybe 'Compton' LA white kid witnesses a terrible childhood tragedy relating to drugs and violence. An unprofessional but dedicated police partners try to take down a 'sophisticated' high end club drug ring only to be fired and chewed out by the the drug lords high priced attorneys. The plot thickens as more people come back to seek vengeance and justice with a predictable ending. The only memorable part was a walk-on by Ron Jeremy.<br /><br />If I was in a movie theater I would have asked for a refund. I feel sorry for the poor actors in this movie. It was just awful and painful to watch. The worst part was the cinematography were the director kept flashing back within the same scene so the sound would not quite match. And NO it was not a codec nor DVD problem but an intentional technique. Ughh. Two Stars.,Negative,Negative,0.95,"The review expresses strong disapproval of the movie, describing it as 'awful' and 'painful to watch'. The reviewer criticizes the plot, cinematography, and even sympathizes with the actors, indicating a negative sentiment.",0.38447773456573486,0.43125874999999997
77,"I actually didn't start watching the show until it came on FX. I was bored and had nothing to watch and saw that the show's reruns were premiering so i decided to watch it. I was so upset that I had not watched the show when it first aired on t.v. I loved the show so much!Finally a show for everyone to enjoy. I remember Full House and Family Matters and Step by Step and they were okay shows but just not funny enough. They would make dumb jokes and laugh over things that were just plain stupid, but not That 70s Show. That 70s Show was hilarious, smart and so real. I think it was the best show ever made and I'm very sorry that it ended. Although I love this show, I do think it should have ended on the seventh season when Eric and Kelso leave. The last season was just not right, Eric was the main character and the show should have ended when his character leaves. I still love this show and I hope TV starts making more shows like this one.",Positive,Positive,0.95,"The review expresses strong admiration for the show, calling it 'hilarious', 'smart', 'real', and 'the best show ever made'. Despite mentioning a minor criticism about the last season, the overall sentiment is overwhelmingly positive.",0.46402695775032043,0.4774952941176472
78,"This film coincides with Mike Allred's comic book mini-series, ""Red Rocket Seven"" and tells the story of an alien who escaped to Earth to wait for ""Astroesque"" which ties into the book of Revelations and the apocylpse. This is only part of a bigger story (if the movie confuses you, read ""RR7"" too). You can easily tell that Allred is used to telling stories with pictures. The direction is very good and the effects aren't bad for a $500 budget. Unfortunately, Mike used many friends to play the roles and probably didn't have the heart to say that they couldn't act. Also, Mike is not showing his writing skills in this movie. His dialouge spoon-feeds the plot to you and doesn't let you enjoy the characters. This was actually disappointing considering his tremendous writing ability shown in his comic books. 4 out of 10.",Negative,Negative,0.85,"The review expresses disappointment with the film's dialogue and acting, describing them as weak and spoon-feeding the plot. Despite praising the direction and effects for a low budget, the overall negative tone and criticism outweigh the positive comments.",0.4097214937210083,0.5531236842105265
79,"Again, we're getting a melange of themes well covered by so many previous films. The good and the bad son story, courtesy East of Eden. The American marine hero story, who doesn't consider himself to be one due to what he knows. And the grieving wife potentially falling in love with another man story.<br /><br />The mere fact of those stories being that ubiquitous isn't so much of a problem though. Because theoretically they could still be better presented and dealt with each time around. No luck this time though, as all three of those threads ultimately fall flat all the same.<br /><br />As the bad son never really gets to talk to his father, so that conflict is never resolved properly. Apart from the father kind of starting to appreciate the bad son thanks to the latter renovating the kitchen of the grieving wife. Now, how satisfying is that.<br /><br />Next, the surprisingly homecoming marine suspecting his wife of unfaithfulness conflict never gets resolved. Because he never really talks to the man under suspicion, namely his own brother. So once more we're handed a loose end here.<br /><br />And finally, the American military heroism hypocrisy theme, where the marine is publicly considered a hero when, due to the dirtiness of war he went through, he shouldn't really be called one as to his own standards, that third theme falls flat just the same. Because the movie ends right when, for the first time, he's just able to talk to his wife about what he went through. Where the real story would actually begin at that very point, namely his process of recovery, how that would look like and how he would finally face the family he'd have some major guilt to admit to. All that, all the really interesting bits are passed over and getting ignored.<br /><br />So while story wise this film is a serious, and I mean serious, disappointment, I'd still give it points for the impressive cast. Although no film should use Maguire for a voice over, because that belongs to Spiderman. Especially a grown up Gyllenhaal seems to fulfill all the expectations he aroused as a young and aspiring actor. So much that I'd in fact love to see him entrusted with a really deep and demanding lead role of proper profile.<br /><br />So while the cast really seems to do what they can, I consider this film totally forgettable otherwise. A shallow and ultimately pretentious, utterly unsatisfying tear squeezer indeed. Message du jour to the writers: we know the wounds already, see the host of Vietnam films. You want to earn some credit, show us a believable healing.",Negative,Negative,0.95,"The review expresses strong criticism towards the film's storyline, describing it as a 'serious disappointment' and 'forgettable'. It highlights numerous unresolved plot threads and a lack of satisfying resolution, indicating a negative sentiment.",0.4252949059009552,0.37443068181818195
80,"It is quite rare that a movie comes along that is so useless, that I with IMDb allowed the use of negative scores. In fact, I reflect back upon this movie and I truly cannot think of a movie that had so little going for it. Acting: Your Kidding right. Direction: No. A plot: No. This movie has nothing going for it if you take it as a serious movie, this is often the case with movies of this genre, but most movies of this nature can be watch as if they are a comedy and you can laugh at how pathetic the characters and situations are and almost get your times worth. This movie is so empty, that it cannot even suit that purpose. I have to give this a -1/10, three points lower then any other movie I have ever rated. I truly feel that the staff involved in this movie should pay me for the 83 minutes I spent watching it. I do not really have the words to describe how bad this is. No one should ever watch this for any reason again.",Negative,Negative,1.0,"The review expresses extreme dissatisfaction with the movie, criticizing its acting, direction, plot, and overall value, assigning it a highly negative score of -1/10.",0.6740813255310059,0.41760000000000025
81,"All the bare chested women in the world couldn't keep me from hitting the stop button about a third of the way through this awful rubbish. With the derisory acting, equally terrible script plus the poor CGI FX to match; this movie is an insult to the Werewolf genre. It is supposed to be serious, which in itself would be funny if this film could even make it to the level of being a bad joke.<br /><br />This is one of those movies where the people behind the camera are obviously competent but are too lazy to make something even one quarter decent. Avoid at all costs and watch one of the classic Werewolf movies instead.<br /><br />0 out of 10!",Negative,Negative,0.99,"The review expresses strong criticism of the movie, citing poor acting, script, and CGI effects. It also describes the film as 'awful rubbish' and an 'insult to the Werewolf genre', indicating a highly negative sentiment.",0.6939884424209595,0.5744675000000001
82,"***SPOILERS*** ***SPOILERS*** Well, seeing as I am a major H:LOTS fan, maybe I liked the movie more than normal people would. However, this movie is still excellent. It had tons of surprises, and it gave some more closure to the series. While I was sad that Bayliss turned into a murderer, the overall feeling I felt was satisfied.",Positive,Positive,0.95,"The reviewer expresses strong approval for the movie, mentioning 'excellent', 'tons of surprises', and 'more closure to the series'. Despite some disappointment about a character's development, the overall sentiment is positive.",0.6135454177856445,0.4533175000000002
83,"Here is proof of why Mary Pickford was `America's Sweetheart.' In this rather complex drama, Mary plays the young daughter of a squatter that dare to dream of a relationship with the son of one of the `hill-toppers.' The scenes where they steal a kiss and otherwise fall in love are simply delightful. She is even willing to take a bath. That Mary could pull this role off at the age of 30 is simply amazing and somewhat due to her diminutive stature (5').<br /><br />Tess must face numerous physical and emotional challenges. She does so with spunk not seen in many heroines of the time. Tess packs a wallop and is not shy about fighting with anyone. Why she agrees to help the `hill-topper' daughter is beyond me, but she sacrifices her own happiness in order to keep a deep secret. Pickford's close ups are wonderful.<br /><br />Danish-born Jean Hersholt is simply wonderful as the villain. The scene in which he manhandles a small baby is enough to make you throw vegetables (or whatever) at the movie screen. If Forrest Robinson (who plays Daddy Skinner) had worn a beard, he would have been a match for the model used in those World War I recruiting posters of Uncle Sam  Wants You!<br /><br />Although the story is somewhat predictable and slow in the beginning, it is worth the investment in your time to see the piece or pure `Americana.' The film highlights choices available to us all involving making someone else happy and what it is to be a real Christian. Recommended.",Positive,Positive,0.95,"The review expresses overall admiration for the film, praising Mary Pickford's performance, the story's themes, and the acting of Jean Hersholt. Despite a slow start and predictable plot, the reviewer recommends the film, indicating a positive sentiment.",0.5156843662261963,0.5280349324324325
84,"I think it's the sort of film you either love or hate and I'm really not the type to go in for arty movies. My mother rented ""mullhuland DR"" the other night and I nearly ran from the room, ha. But I love this film.<br /><br />We recorded ""The Beat"" one night when we had just let the tape run and got a great film that way by accident. Saved that tape and watched it a lot. I eventually got the VHS to add to my collection. I've watched it many times and at one point copied down the poems. I even tried to preform one scene for my high school drama class. She had said we could do any scene we wanted and just cut out the bad words. She refused to let me do it. If it could upset my drama teacher that much it has to be good :) Honest she never treated me the same after that.<br /><br />I liked the acting it came off very true and honest. It wasn't clean and polished but it was better than that. It was true to life, how anyone would truly behave and display emotions not how Hollywood does. It was great acting especially by the one playing Rex.<br /><br />The story was original. Not only do the characters get drawn into his world but you do too. Not your typical person meets inner city kids and saves them through knowledge film at all. Simply caring and friendship make things a bit better.<br /><br />The only thing is that even in the 80's there was more gun violence and less simple stuff like rock throwing but that little bit of innocence didn't hurt this film.<br /><br />I think it's a must see. you will either love or hate it but either way it makes an impact and that makes a good film that you will remember and talk about later.",Positive,Positive,0.95,"The review expresses strong admiration for the film, praising its originality, true-to-life acting, and emotional impact. Despite a minor critique about the portrayal of violence, the overall tone is overwhelmingly positive.",0.5339353084564209,0.3769045967741938
85,"It's not awful but what a waste... Lousy gags, bad music, poor drawings and animation...<br /><br />Regarding the impressive number of animators and intervallists on this picture (from, hum... a hundred different studios throughout the world? Come on, how can you expect something coherent when doing an animated movie this way!) I wonder if one guy on the credits = one drawing! The lines are rough, the 3d work inadequate (I'm not against it, but not in this film) But the backgrounds are corrects. The storyline is rather dumb, far from the precise cleverness of the BD, and obviously aimed at an international audience. To distribute a movie all over the world doesn't mean to take everyone in the world for a simple-minded guy... A cultural object is far more interesting when challenging, even when it is a foreign movie (being french in this case it's even worse!).<br /><br />Some new stuff is doing well (the Olaf character, sometimes, like with the stone explanation, but it's not great) but the modern references are exasperating (music, SMS -not even a verbal joke, just a stupid bird named short message service: does anyone know imagination?). But, hey, it's a M6 / TPS production with some Celine Dion in it... pathetic.<br /><br />Asterix is underemployed and Obelix talks too much. Goudurix could be great (like in the book) but he is too clearly a ""cool guy"" having a love affair (with an uninteresting made up female character). In fact, only the vikings (wizard excepted) are funny. Too much action, not enough laughs. The best part of the movie are the end credits. Not the music, but the few stills it contains. BD style. Well, definitely, Asterix is not made to move!",Negative,Negative,0.95,"The review expresses strong criticism towards the movie, citing issues with the gags, music, drawings, animation, storyline, and character portrayals. The reviewer finds the movie dumb, lacking in cleverness, and overly simplistic for a global audience. They also criticize the use of modern references and the treatment of certain characters.",0.5504387021064758,0.4542483333333336
86,"CRY FREEDOM is an excellent primer for those wanting an overview of apartheid's cruelty in just a couple of hours. Famed director Richard Attenborough (GANDHI) is certainly no stranger to the genre, and the collaboration of the real-life Mr. and Mrs. Woods, the main white characters in their book and in this film, lends further authenticity to CRY FREEDOM. The video now in release actually runs a little over 2 and a half hours since 23 minutes of extra footage was inserted to make it a two part TV miniseries after the film's initial theatrical release. While the added length serves to heighten the film's forgivable flaws: uneven character development and blanket stereotyping in particular, another possible flaw (the insistence on the white characters' fate over that of the African ones) may work out as a strength. Viewing CRYING FREEDOM as a politically and historically educational film (as I think it should, over its artistic merits), the story is one which black Africans know only too well, though the younger generation may now need to see it on film for full impact. It is the whites who have always been the film's and the book's target audience, hopefully driving them to change. Now twelve years after the movie's production, CRY FREEDOM is in many ways a more interesting film to watch. Almost ten years after black majority rule has been at least theorically in place, 1987's CRY FREEDOM's ideals remain by and large unrealized. It therefore remains as imperative as ever for white South Africans, particularly the younger ones who have only heard of these actions to see it, and absorb the film's messages. In total contrast to American slavery and the Jewish Holocaust's exposure, South Africans' struggles have been told by a mere two or three stories: CRY FREEDOM, CRY THE BELOVED COUNTRY (OK, Count it twice if you include the remake), and SARAFINA (did I miss one?). All three dramas also clumsily feature American and British actors in both the white and black roles. Not one South African actor has played a major role, white, coloured, Indian or Black!). And yes I did miss another international South African drama, MANDELA and DEKLERK. Though this (also highly recommended) biopic was released after black majority rule was instituted, MANDELA was played by a Black American (Sidney Poitier, who also starred in the original S.A.-themed CRY THE BELOVED COUNTRY), while the Afrikaner DeKlerk was played by a (bald) very British Michael Caine, a good performance if you can dismiss that the very essence of Afrikanerdom is vehement anti-British feelings. Until local SABC TV and African films start dealing with their own legacy, CRY FREEDOM is about as authentic as you'll get. As villified as the whites (particularly the Afrikaners) are portrayed in the film, any observant (non-casual) visitor to South Africa even now in 1999, not to mention 1977 when CRY FREEDOM takes place, will generally find white's attitudes towards blacks restrained, even understated. Looking at CRY FREEDOM in hindsight, it is amazing that reconciliation can take place at all, and it is. But CRY FREEDOM at time shows not much has really changed in many people's minds yet, and that the Black Africans' goal to FREEDOM and reconciliation is still ongoing. This is why if you're a novice to the situation, CRY FREEDOM, is your best introduction.",Positive,Positive,0.85,"The review expresses strong praise for 'CRY FREEDOM' as an educational film about apartheid, highlighting its authenticity due to the involvement of real-life characters and its relevance even 12 years after production. It also notes the film's imperative for white South Africans to understand its messages, despite its flaws such as uneven character development and stereotyping.",0.8415427207946777,0.3373800000000001
87,"I did not have too much interest in watching The Flock.Andrew Lau co-directed the masterpiece trilogy of Infernal Affairs but he had been fired from The Flock and he had been replaced by an emergency director called Niels Mueller.I had the feeling that Lau had made a good film but it had not satisfied the study,so they fired him and hired another director.This usually does not work well (let's remember The Invasion).But The Flock resulted to be better than what I expected.It's not a great film but it's an interesting and entertaining thriller.The character development is very well done and I could know the characters very well.Also,the relationship between the two main characters is natural and credible.Richard Gere and Claire Danes bring competent performances.Now,let's go to the negative points.One element which really bothered me (there was a moment in which it irritated me) was the excess of edition tricks to give the movie more ""attitude"" and style.That tricks feel out of place and their presence is arbitrary.Plus,I think the film should have been more ambitious.In spite of that,I recommend The Flock as a good thriller.It's not memorable at all,but it's entertaining.",Positive,Mixed,0.85,"The review expresses both positive and negative sentiments. It praises the character development, performances of Richard Gere and Claire Danes, and finds the film entertaining and interesting. However, it also criticizes the excessive use of editing tricks and a lack of ambition in the film.",0.5180146098136902,0.5503100000000001
88,"I have this movie on a collection of inexpensive B-movies. It's not restored, in fact, the audio was difficult to discern for the first few minutes.<br /><br />At first, it seemed like a typical haunted house film, and feels very much like the forerunner of Clue, Murder by Death, House on Haunted Hill, etc.<br /><br />About a half hour into the film, the storyline takes a really interesting twist--and it goes from being a cliché melodrama to something entirely different, and far more entertaining than I had initially thought.<br /><br />Check it out, it's a great deal of fun, even if the long clips and wider shots (and near lack of music score) make it feel a bit creaky by today's standards.",Positive,Positive,0.95,"Despite initial technical issues and dated feel, the review concludes with praise for the film's unique story twist and overall entertainment value.",0.47425055503845215,0.541725909090909
89,"'Heaven's Gate' is not a masterpiece, which apparently was what it needed to be upon first release to justify its great cost, and, more importantly, the continued uneasy reliance of Hollywood on the Auteur model of film-making. Yet 'Heaven's Gate', seen today at last on DVD in a cut of 229 minutes, is a superb film. It is a touch lethargic in pace. But at least it is paced. Quite apart from the incompetence of construction that marks many films today, there have been many films which, deliberate in form, have been severely damaged by being hacked down with no care for rhythm so the films become shapeless and confusing. Beyond this, the criticisms leveled at the film have become in retrospect quite lame. If the good guys and bad guys are too obviously pronounced for a serious film, and yes Sam Waterston's mustachioed, fur-clad villain is comic-opera (and not in the multi-leveled manner of Bill The Butcher from 'Gangs of New York'), and yes, the townsfolk do seem a touch 'Fiddler On The Roof' on occasions, then a few dozen serious films made since then, including 'Titanic' and the graceless 'Cold Mountain' (which bears certain similarities and is a notable failure in convincing qualities compared to this film) can be castigated for exactly the same reason. <br /><br />Also despite accusations, the film has a plot, quite a well-essayed plot at that. It simply does not bow to standard-form 'epic' quality, by providing Titan heroes, rafts of sub-plots and confusion. It experiments with telling in a manner more like much smaller, modest films, by carefully-caught moments of character interaction, and well-textured pageant-like explosions of communal action, as with the opening at Harvard and, most specially, the wonderful scene where the Johnson County folk, following the lead of a brilliantly physical fiddler, make celebration on roller-skates.<br /><br />'The Deer Hunter' was a critical and commercial success but abandoned the first half's inspired, mosaic-like accumulation of detail, and I think in a manner similar to criticism of Robert Penn Warren's novel 'All The King's Men' and its dictionary of Jacobean stunts, if Cimino had not had such a strong grasp of the conventions of Hollywood epics, he might have made a special rare work of art based in honest visualisation of people within their milieu. In contrast, 'Heaven's Gate' succeeds in screwing its narrative momentum and tension upwards in a slowly expanding arc, until the finale explodes, whilst not abandoning the mosaic approach.<br /><br />The central romantic triangle, for instance, resists standard inflections; a decent, intelligent, but psychically defeated man, James Averill (Kris Kristofferson) competes with a hot-shot but identity-challenged young gunman Nate Champion (Christopher Walken) for the hand of a young Madame, Ella Watson (Isabelle Huppert); there is no self-conscious bed-hopping, no slaps in the face, recriminations, or typical sad-sack moments, but more a sad and distanced decision by Ella to choose the younger man whom she loves less because he is ready to make the commitment. Ella emerges as the film's true hero (Huppert's performance, though initially awkward, is really quite excellent, balancing a dewy emotionalism with a hard-hammered spirit), attempting first to rescue Nate and then mustering the resistance party of immigrants into an enterprising defence. Subsequently, Averill is stung into action as friends die. Indeed, in the process of overcoming so many traps of cliché and style, 'Heaven's Gate' successfully and willfully throws off the defeated outsider-heroes grace note of so many '70s Westerns and portrays an eventual, vigorous, cheer-the-heroes rallying to a compromised but still relished victory. <br /><br />The social conflict of so many '70s Westerns at last hardens into a fully-fledged war; where capital attempts a crushing final victory over the miscreants who stand in their way, suddenly they find a massed and more-powerful people's army, led by the man who played the thoroughly-destroyed Billy the Kid a decade before. This is what led the film to be described as the first Marxist Western, but really it simply deflowers a theme of the genre extant well before the '60s. Such various and classic old-school works as William Wyler's 'The Westerner', and even 'Shane', tell awfully similar stories. It is simply here that the romantic myth of the gunslinger has been replaced by the romantic myth of the people's revolt. In a spectacular, exiting, but realistic and thus chaotic finale, the marauding Cattlemen's encampment is attacked, ringed by dust clouds punctuated by fallen horses, writhing bodies, and gunfire. Averill puts his classical education to work finally by stealing a Roman trick and bringing the Cattlemen to the brink of annihilation before they are rescued by the Cavalry (another distinctly seditious touch, but surely not so offensive after 'Little Big Man's unrelenting depiction of Native American massacres). Really, it's hard to think of a more heroically American vision of grassroots resistance. The film's only real dead spot stands as an unnecessary coda indicating Averill's eventual relapse, a rather potted piece of tragedy. <br /><br />Despite then certain failings and a slow mid-section, 'Heaven's Gate' is a supreme piece of work, a genuine attempt to create a contemporary Western and a new kind of epic. If one has to still join the chorus that reckons Cimino was absurd in his behaviour on set and expenditure, it is regretfully. When, today, flops like 'The Adventures of Pluto Nash' and 'K-19 - The Widowmaker' see nearly a hundred million dollars sink down the drain, and yet a tag of infamy still hangs on this film, one ponders what exactly its grim death signified. The attempt at original style, the bawdy sexuality, the very hard-won sense of detail, the breathtaking rigor of the film-making and what is being filmed, all throw into contrast what is sorely lacking in so much contemporary Hollywood product.",Positive,Positive,0.95,"The review expresses strong praise for 'Heaven's Gate', acknowledging its pacing, plot, character development, and thematic depth. It criticizes certain aspects but overall, the review is highly positive, viewing the film as a 'supreme piece of work' and a 'genuine attempt to create a contemporary Western and a new kind of epic'.",0.7640414237976074,0.48954192307692335
90,"Having read the books and seen the 1982 Anthony Andrews/Jane<br /><br />Seymour version, I have to say that this is not good at all.<br /><br />According to the books, Percy is supposed to be a seemingly<br /><br />foppish aristocrat when he's being Percy, and witty and clever<br /><br />when he's being the Pimpernel, but here he just looks bored as<br /><br />Percy and mean as the Pimpernel. Marguerite is supposed to be<br /><br />the most beautiful woman in Europe, not a tired and frumpy-looking matron (she looks middle-aged, probably due to<br /><br />bad make-up). Richard E. Grant has done much better things, and<br /><br />Elizabeth McGovern's acting is uninspired and flat. The wit and<br /><br />dash of the books and the Andrews/Seymour film is here replaced<br /><br />by brawn and flashy editing that just don't make the cut. <br /><br /> I might add that to a person who hasn't seen any previous version<br /><br />or read the book, it would probably look ok.",Negative,Negative,0.95,"The review expresses strong disapproval of the movie adaptation, criticizing the actors' performances, the visual portrayal of characters, and the overall lack of wit and dash found in the source material.",0.40835437178611755,0.40049967741935494
91,"""Fool for Love"" is one of the several now forgotten films Robert Altman directed throughout the 1980s. This one, a screen adaptation of a Sam Shepard play that features Shepard in the lead role, just simply isn't very good. Altman made many not-very-good films over the course of his fascinating career, and many times the fault was his. But here I think the fault lies with Shepard for writing such a flimsy play. Altman's direction is assured, the performances are o.k. given what the actors have to work with, but this inconsequential screenplay goes nowhere, and takes its time getting there.<br /><br />Shepard is Eddie, a stuntman who has a love/hate relationship with May (Kim Basinger). The two fight endlessly over the course of an evening spent in some dusty motel in the middle of nowhere, while a mysterious man (Harry Dean Stanton) who may be either a figurative or literal father to both Eddie and May quietly observes. Randy Quaid rounds out the four-person cast as a gentleman caller.<br /><br />The only dramatic hook in the entire plot is the suggestion that Eddie's and May's relationship is incestuous. However, this hook feels more like a gimmick than anything. The screenplay doesn't explore their relationship in any detail, and it doesn't use their relationship to explore any more universal themes. Shepard and Basigner create eccentric, mannered characters who grow irritating within the first five minutes; Stanton and Quaid have little to do but provide reaction shots. <br /><br />The last half hour or so of the film is especially bad, when Eddie's and May's back stories begin to play out in flashback over monotone, somnolent voice over.<br /><br />Chalk this up to another of Altman's experiments gone awry.<br /><br />Grade: C-",Negative,Negative,0.95,"The review expresses strong criticism of 'Fool for Love', describing it as 'inconsequential', 'flimsy', and 'not very good'. The reviewer attributes the film's shortcomings to both Robert Altman's direction and Sam Shepard's screenplay, highlighting the lack of exploration in the characters' relationship and universal themes. The reviewer also criticizes the performances and the use of flashbacks, leading to an overall negative sentiment.",0.6925888061523438,0.3639180107526883
92,"A very sensitive topic--15 y/o girl abandoned by mother as a baby and who goes to visit her, continues to be ignored, is raped by her mom's boyfriend, becomes pregnant. There was not enough depth displayed of this situation. Too much of time is taken up on the chase with the truckers transporting the baby. (Interesting, this baby with asthma--you never see him cry-- except once--, be fed, have is diaper changed during the whole truck transport ordeal.) I would have liked to have seen more of the interrelationships, more focus on the fact that this girl was a minor--this should have stood up in court immediately.<br /><br />And this was a true story! It deserved a better telling than that!!<br /><br />If it weren't for the subject matter, I would have given this closer to a 0 rating. I rented this from the library. Only later I found out it was a made for TV movie. <br /><br />oh well",Negative,Negative,0.95,"The review expresses strong dissatisfaction with the movie's handling of a sensitive topic, criticizing the lack of depth in the protagonist's situation and the excessive focus on the truck chase. The reviewer also mentions they would have given it a lower rating if not for the serious subject matter, indicating a negative sentiment.",0.3587788939476013,0.4330719339622642
93,"Despite what a lot of other people thought about the first movie, I really liked it. This one however. How to sum it up in one word?: This movie is (and here comes the word): CRAP!<br /><br />But let's look at it part by part: Here is the plot: Finally the old queen has been removed from her castle, but her successor: Snow white has problems of another sort: The Court-Jester, Father of her son, has gone astray, as the super, Spliss, goes to the extreme, to battle his gray hair and sells the royal offspring for some blond and full hair. In her desperation Snow white seeks the help of Bubi (Otto Walkees),who must first find his other six dwarf companions and then try to find the royal offspring or at least try to find the name of Rumpelstiltskin.<br /><br />The whole plot seems to have been written on a weekend, where the writers were very drunk but were just under pressure from the studio to write the screenplay. <br /><br />Yes, there are some good jokes. Even for fans of the first part, or for fans of any of the other actors, it's really not worth buying the the DVD. Believe me. <br /><br />The only thing, that at least kind of saves the movie from complete oblivion, are the performances of some of the actors. That's why I gave the move 3/10. Sadly, the script is so bad that none of the actors or all of them combined can make up for the bad story.<br /><br />For example, at one point, they even cross over in our reality, and sadly.. they don't do anything funny while being here. <br /><br />Still, a lot of great actors in this movie: Otto Waalkes, Ralf Schmitz, Martin Schneider, Nina Hagen, Cosma Shiva Hagen, (Especially funny): Rüdiger Hoffmann as the mirror, Helge Schneider and many more but sadly all these comedians aren't able to bring this really bad script to life. <br /><br />Maybe it is a treat for some hardcore fans but for regular movie goers or by now DVD Renters or buyers it's not worth the money. <br /><br />I even regret renting the movie.",Negative,Negative,0.95,"The review expresses strong disapproval of the movie, using terms like 'crap' and 'bad script'. Despite acknowledging a few good jokes and the performances of some actors, the overall sentiment is negative due to the criticism of the plot and script.",0.2948009967803955,0.6438949390243902
94,"This movie is sort of similar to ""Better Off Dead"" as it has some of the same stars. This one though isn't quite as good. Granted it is rather funny and enjoyable, there is something about ""Better...that I like, well better. This one has these guys going to Nantucket to spend there summer vacation. While there they meet this girl who's trying to save here house from this guy who wants to turn it into a lobster restaurant. This guy really doesn't seem to like lobsters, cause in one scene he sticks it into boiling water and puts in a stethoscope so he can hear it scream. The main character is torn between this girl and the girl of the son of the guy who wants to make the restaurant. Somehow or another this leads to a big boat race showdown, kind of like in ""Summer Rental"" though it works a bit better here and fits into the plot a little better. Though what is the deal with boat races at this time? Was there some weird fascination with them? For the most part this movie delivers laughs at a good clip, but ""Better Off Dead"" was still better cause it was the first and the jokes worked better.",Positive,Mixed,0.85,"The review expresses enjoyment and finds the movie funny, indicating a positive sentiment. However, it also explicitly states that 'Better Off Dead' was better, and there's a sense of disappointment due to the movie not living up to the first film's standard. The presence of both strong praise and clear criticism justifies a 'Mixed' label.",0.47288429737091064,0.5735321212121214
95,"I walked into the movie theater, with no expectations for the film I was about to witness, ""Everything is Illuminated"". I walked out with a joy I have barely come to feel with American films. The directorial debut of actor, Leiv Schreiber, the film follows a man on his journey through the past, accompanied by an eccentric group including a brake-dancing barely English-speaking punk from the Eukraine, his grandfather who believes he is blind, and their crazy dog. The first half of the film is funny and smart with an extremely European flavor in the usage of small but wonderful characters, while the second half of the film descends into a somber story of discovery and the holocaust. This little movie brings out so many emotions, and so many colors, with such a wonderful conclusion and is more than just a story of illumination, but also of relationships and connections. The acting is incredibly powerful, the story mysterious and interesting, and the artistic appeal of the cinematography, to die for. With some brilliant and absolutely touching scenes ""Everything is Illuminated"" managed to capture my heart.",Positive,Positive,0.95,"The review expresses overwhelming praise for the film 'Everything is Illuminated', highlighting its humor, smartness, European flavor, powerful acting, intriguing story, and beautiful cinematography. It concludes with the film capturing the reviewer's heart.",0.7578016519546509,0.3564852272727274
96,"Buster Keaton was arguably at his most enjoyable when he did short 20 minute films, and they don't come more rib-ticklingly funny than this gem. The dead pan comic gets involved in a photographic mix-up with a wanted felon. This leads to his elaborate evasion of several street cops and fellow passengers who recognise the his face from the ""Wanted"" signs. The Goat is choc-a-bloc with brilliant site gags, from the opening scene at the bread queue, right up to the wonderful elevator chase at the end. A Keaton film never feels as though its silence is lacking, as sound is never something you needed with him. His movies explain themselves through the wonderful (yet incredibly dangerous) things he did to himself. It isn't hard to see just how influential he really was - the man is every bit as thoroughly amazing today as he was in 1921.",Positive,Positive,0.95,"The review expresses strong praise for Buster Keaton's short film, highlighting its comedic value, brilliant gags, and Keaton's influence in silent cinema.",0.6940029859542847,0.5955622727272727
97,"A beautiful woman, a backwoods, inbred monster man, a super sweet monster truck, a road kill zombie brother and 2 friends...one anal retentive, overly sensitive nerd and the other a foul mouthed, adolescent slob. Throw them all together with a dash of Jeepers Creepers, Texas Chainsaw Massacre and Road Trip and you've got Monster Man. A hilarious horror/comedy outing that never sets out to ""say something"". It's a simple, straight forward laugh fest. Unpretentious and well made, this horror/comedy is at its heart, a buddy flick. This film offered some hilarious and sickening set pieces. I highly recommend this to fright fans looking to be entertained.",Positive,Positive,0.95,"The review expresses strong praise for the film, describing it as a 'hilarious horror/comedy outing', 'unpretentious and well made', and a 'laugh fest'. It also recommends the film to 'fright fans looking to be entertained'.",0.588187038898468,0.6590675000000001
98,"Ok, even if you can't stand Liza- this movie is truly hilarious! The scenes with John Gielgud make up for Liza. One of the true romantic comedy classics from the 20th century. Dudley Moore makes being drunk and irresponsible look cute and amusing and it is damn fun to watch! The one-liners are the best.",Positive,Positive,0.95,"The review expresses strong praise for the movie, calling it 'truly hilarious' and a 'romantic comedy classic'. It highlights specific elements like the scenes with John Gielgud and Dudley Moore's performance, describing them as 'cute and amusing'. The one-liners are also praised as 'the best'.",0.7148929238319397,0.62927
